filename,path,extension,size_bytes,mod_time_unix,source_user,source_type,label_finance,label_hr,label_it,label_general
wallet.dat,C:\Users\makayla94\source\repos\test-github\stm32_rtt_wifi\bsp\lm4f232\Libraries\inc,.dat,69651,1690022612,dev_injector,secret_injection,0,0,1,1
Invoice-DRN-List.xlsx,C:\Users\collinsvirginia\Desktop\Expenses\Receipts_Scanned,.xlsx,62914,1671029900,collinsvirginia,govdoc_real,0,0,0,0
wallet.dat,D:\Websites\lol4j\public_html\src\main\java\lol4j\protocol\dto\lolstaticdata\misc,.dat,118722,1720918446,dev_injector,secret_injection,0,0,1,1
05-61022-CV0.docx,Z:\HR\Recruiting\Reqs\2024\Docx,.docx,41943,1639128240,douglas69,govdoc_real,0,0,0,0
client.ovpn,C:\Users\woodskayla\AppData\Local\Packages\Canonical\rootfs\home\woodskayla\practise-android-stuff\currencyconvertor\src\androidTest\java\com\practise\androidstuff\old,.ovpn,107438,1726524268,dev_injector,secret_injection,0,0,1,1
Final Remand Redetermination - Public BPI macro.docx,C:\Users\sanderssamantha\OneDrive - Corp\HR_Docs\Handbooks,.docx,262144,1544606078,sanderssamantha,govdoc_real,0,0,0,0
badsyntax_future5.py,C:\Python312\Lib\test,.py,196,1603595248,pat,system_noise,0,0,0,0
database.php,\\wsl$\Ubuntu\home\runner\backend,.php,315,1699304650,dev_injector,secret_injection,0,0,1,1
asmsyntax.js,C:\Users\dana41\AppData\Local\Packages\Canonical\rootfs\home\dana41\promiseLand-website\release\client\promiseland\playground,.js,27,1709043069,dana41,github_real,1,0,0,1
Employee roster1.xls,Z:\HR\Operations\Policies\Employee,.xls,41943,1649145890,stephen73,govdoc_real,0,0,0,0
badsyntax_future3.py,C:\Python312\Lib\test,.py,182,1603598846,terry,system_noise,0,0,0,0
id_dsa,C:\Users\ariel00\AppData\Local\Packages\Canonical\rootfs\home\ariel00\OpenOlympus\src\main\resources\public\resources\js\services,,7800,1722177609,dev_injector,secret_injection,0,0,1,1
Approved Lender List No Tax ID.docx,C:\Users\deanna44\Pictures\Scans\List\List,.docx,20971,1636466176,deanna44,govdoc_real,0,0,0,0
keystore.json,\\wsl$\Ubuntu\home\amandacruz\projects\FRC-2016\2016 FRC Java\src\org\usfirst\frc\team2583\robot,.json,146300,1715959686,dev_injector,secret_injection,0,0,1,1
candidates_create_csv.py,C:\Users\martinezjulie\Downloads\yournextrepresentative-master\ynr\apps\candidates\management\commands,.py,3846,1700541863,martinezjulie,github_real,0,1,0,1
badsyntax_future3.py,C:\Python312\Lib\test,.py,182,1603595246,charlie,system_noise,0,0,0,0
DMC_07162001_2-01cv04_WIRELESS_V_CUMULUS.pdf,Z:\HR\Recruiting\Reqs\2024\Wireless,.pdf,31457,1468343196,hansondustin,govdoc_real,0,0,0,0
ru_bcv_parser.js,C:\Users\aws_svc\AppData\Local\Packages\Canonical\rootfs\home\aws_svc\Bible-Passage-Reference-Parser\js\eu,.js,254449,1676460918,aws_svc,github_real,0,1,0,1
hibernate.cfg.xml,\\wsl$\Ubuntu\home\deploy\core,.xml,2808,1721725044,dev_injector,secret_injection,0,0,1,1
id_ecdsa,C:\Users\jwhitney\Documents\GitHub\simple-blog\app\controllers,,87939,1691800717,dev_injector,secret_injection,0,0,1,1
database.yml,C:\Users\aking\Documents\GitHub,.yml,3836,1699478612,dev_injector,secret_injection,0,0,1,1
production.sqlite,C:\Users\zporter\Desktop\Code_Review\pubs\lib\pubs\clients\db,.sqlite,143531,1731751827,dev_injector,secret_injection,0,0,1,1
GZS_06212001_1-99cv288_WOOD_v_USA(2).pdf,Z:\HR\Recruiting\Reqs\2023,.pdf,52428,1466604868,awilliams,govdoc_real,0,0,0,0
pnl_mrf_example.cpp,C:\Users\marioevans\Documents\GitHub\general-development-and-testing\sw_dev\cpp\rnd\test\probabilistic_graphical_model\pnl,.cpp,3533,1722852121,marioevans,github_real,1,0,0,1
cert.pfx,C:\Users\cloud_user\source\repos\scisim\rigidbody3d\Constraints\old,.pfx,36824,1694981972,dev_injector,secret_injection,0,0,1,1
.env.example,C:\Users\frivera\source\repos,.example,2682,1723149683,dev_injector,secret_injection,0,0,1,1
certificate.p12,C:\Users\anthonyjames\Documents\GitHub\Aurex\lib\Framework\Module\Modules\FormDoctrineModule\backup,.p12,58262,1708274185,dev_injector,secret_injection,0,0,1,1
auth_key,C:\Users\colekenneth\Desktop\Coding\paul_revere\spec\views\announcements,,138841,1701359071,dev_injector,secret_injection,0,0,1,1
Preliminary Jurisdictional Wetlands Determination _090806_.doc,C:\Users\dalebutler\OneDrive - Corp\HR_Docs\Handbooks\Preliminary,.doc,566231,1642061216,dalebutler,govdoc_real,0,0,0,0
Tab L (02) - CompuStat Tools.pdf,Z:\HR\Payroll\Cycles\2023\Tools,.pdf,52428,1657853414,lisa70,govdoc_real,0,0,0,0
GC_01092003_2-02cv248_Armstead_v_Hoeveler.pdf,Z:\HR\Recruiting\Reqs\2024,.pdf,10485,1515163142,hansondustin,govdoc_real,0,0,0,0
EmployeeType.cs,C:\Work\Projects\mixerp\src\FrontEnd\MixERP.Net.FrontEnd\Modules\HRM.Data,.cs,30789,1734377468,castronicole,github_real,0,1,0,1
DMC_11202002_1-02cv59_Bickford_v_Barnhart.pdf,Z:\HR\Recruiting\Reqs\2024\Barnhart,.pdf,20971,1510840100,uparker,govdoc_real,0,0,0,0
FeatBonus.cs,C:\Users\tony72\source\repos\pfsolution\pre\src\Tale\Tale.Core\Character\Feats,.cs,91,1731415116,tony72,github_real,0,1,0,1
EmployeePersonalInformation.java,C:\Users\gabriel78\Desktop\Coding\hrms\src\java\com\openhris\employee,.java,28498,1731108495,gabriel78,github_real,0,1,0,1
apndxcvrs.pdf,Z:\HR\Recruiting\Reqs\2024,.pdf,52428,1699792180,zberger,govdoc_real,0,1,0,1
config.py,C:\Users\kevin41\Dev\anet,.py,3511,1698094918,dev_injector,secret_injection,0,0,1,1
backup.sql,C:\GitLab-Runner\builds\411027\large-hansard-collider\spec,.sql,100669,1726107146,dev_injector,secret_injection,0,0,1,1
Taxii11Template.java,C:\Users\ethomas\source\repos\elderberry\src\main\java\com\hpe\elderberry,.java,13445,1719833832,ethomas,github_real,1,0,0,1
2023-EHSC-Course-Descriptions.docx,Z:\HR\Recruiting\Reqs\2024,.docx,272629,1506005358,shernandez,govdoc_real,0,0,0,0
CV_0811.doc,Z:\HR\Recruiting\Reqs\2023,.doc,20971,1702111514,michael53,govdoc_real,0,1,0,1
GC_06112002_1-00cv250_Maine_v_Norton.pdf,Z:\HR\Recruiting\Reqs\2025\Norton\Norton,.pdf,31457,1496845814,ochoamatthew,govdoc_real,0,0,0,0
GZS_03132007_2-06cv190_Waldron_v_GW_Bakeries.pdf,Z:\HR\Recruiting\Reqs\2023,.pdf,31457,1646991646,andrea41,govdoc_real,0,0,0,0
AirTran CMO Employee Directory.docx,Z:\HR\Operations\Policies,.docx,10485,1690382160,patriciawalsh,govdoc_real,0,1,0,1
EU Budget.docx,Z:\Finance\General_Ledger\2025\Docx,.docx,178257,1591942404,rodriguezevelyn,govdoc_real,0,0,0,0
02cv1189 Fago sanctions rul.pdf,Z:\HR\Recruiting\Reqs\2024\Fago\Sanctions,.pdf,10485,1662224818,emmacruz,govdoc_real,0,0,0,0
ADL Ver 10 Rev 4 Description 2025.11.07.docx,Z:\HR\Recruiting\Reqs\2023,.docx,188743,1607094766,susancastaneda,govdoc_real,0,0,0,0
InvoiceSetting.php,C:\Users\johngomez\source\repos\invoices\Model,.php,1399,1680426483,johngomez,github_real,1,0,0,1
app.config,\\wsl$\Debian\home\config,.config,3101,1713120980,dev_injector,secret_injection,0,0,1,1
AddRoleToInstanceProfileResultStaxUnmarshaller.java,C:\Users\db_admin\source\repos\aws-sdk-java\aws-java-sdk-iam\src\main\java\com\amazonaws\services\identitymanagement\model\transform,.java,2365,1693447398,db_admin,github_real,1,0,0,1
NCAI Testimony-SCIA re FY25 Budget FINAL2.docx,Z:\Finance\General_Ledger\2023\Budget,.docx,356515,1596101936,sara02,govdoc_real,0,0,0,0
auth_key,\\wsl$\Debian\home\ramseybenjamin\git\cubrid-testcases\sql\_01_object\_01_type\_012_multiset\cases\misc,,31396,1689310630,dev_injector,secret_injection,0,0,1,1
backup.sql,C:\Apps\Production\intellij-community\xml\dom-impl\src\com\intellij\util\xml\stubs\builder\dump,.sql,23372,1697896412,dev_injector,secret_injection,0,0,1,1
backup.sql,C:\inetpub\wwwroot\AdvanceAdapter\app\src\main\java\zhou\adapter\old,.sql,48760,1693016313,dev_injector,secret_injection,0,0,1,1
poddisruptionbudget.go,C:\Users\dkirby\Desktop\Coding\kubernetes\pkg\client\clientset_generated\internalclientset\typed\policy\internalversion,.go,6198,1680558557,dkirby,github_real,1,0,0,1
Sparse_OpenSMOKEppNls.h,C:\Work\Projects\edcSMOKE\solver\openSMOKEpp4edcSMOKE\math\native-nls-solvers\interfaces,.h,6128,1724473341,amberwoods,github_real,1,0,0,1
03-30613-CV0.docx,Z:\HR\Recruiting\Reqs\2023,.docx,73400,1565699956,chelseakline,govdoc_real,0,0,0,0
production_db.sql,C:\Users\francopaula\Documents\GitHub\KoDeMat-Collaboration-Platform-Application\KoDeMat_TouchScreen\src\kodemat\touch\visu\editor\nifty\panels,.sql,121837,1717977764,dev_injector,secret_injection,0,0,1,1
DfE General Screen for Safer Ingredients 2.3.09.doc,Z:\HR\Recruiting\Reqs\2023\Screen,.doc,157286,1706779966,nrodriguez,govdoc_real,0,1,0,1
edit-product-vendors-taxonomy.php,C:\Users\jonathanjones\Documents\GitHub\Bestswiss\wp-content\plugins\yith-woocommerce-product-vendors\templates\admin,.php,2752,1680735001,jonathanjones,github_real,1,0,0,1
_form_view_employee_report.php,\\wsl$\Debian\home\fhill\git\LinxCloud\linxbooks\protected\modules\lbReport\views\default,.php,5830,1697139115,fhill,github_real,0,1,0,1
.env.test,C:\Users\cloud_user\AppData\Local,.test,1817,1727457540,dev_injector,secret_injection,0,0,1,1
client.ovpn,C:\Work\Projects\oshinko-cli\vendor\github.com\openshift\origin\pkg\build\registry\buildconfiginstantiate,.ovpn,42665,1690277919,dev_injector,secret_injection,0,0,1,1
DMC_05262006_2-05cv240_Stevenson_v_October.pdf,Z:\HR\Recruiting\Reqs\2025,.pdf,31457,1622015222,uparker,govdoc_real,0,0,0,0
Invoice.java,C:\Users\lthompson\Dev\tms\workspace\TireManagementService\src\utilities,.java,1827,1725240562,lthompson,github_real,1,0,0,1
DATAXFER.cpp,C:\Users\nancybaldwin\Dev\remill\lib\Arch\X86\Semantics,.cpp,75427,1734324828,nancybaldwin,github_real,1,0,0,1
resume-EES8.dvi,C:\Users\kristenmartin\Documents\HR\Talent_Acquisition\Candidates\Resume,.dvi,136314,1606493298,kristenmartin,govdoc_real,0,0,0,0
database.php,D:\Archive\Legacy_Projects\react-app\codes,.php,1246,1699612393,dev_injector,secret_injection,0,0,1,1
.env.local,C:\Users\zhanna\source\repos,.local,1382,1693311427,dev_injector,secret_injection,0,0,1,1
03EmployeeData.cs,C:\Users\db_admin\Documents\GitHub\Exercises-Programming-Fundamentals-Extended-May-2017\ExerciseIntroAndBasicSyntax\03EmployeeData,.cs,588,1699906768,db_admin,github_real,0,1,0,1
F 5000.24 Pre-Printed Excise Tax Return.dot,C:\Users\larsenbrian\Pictures\Scans\Return\Return,.dot,524288,1661506348,larsenbrian,govdoc_real,0,0,0,0
create_resumes_table.php,C:\Users\paul85\source\repos\job-plugin\updates,.php,1311,1674838546,paul85,github_real,0,1,0,1
Federal Employee Handbook Cover (North).indd,Z:\HR\Operations\Policies\Employee,.indd,4498391,1509034260,larsenbrian,govdoc_real,0,0,0,0
production_db.sql,C:\Users\mcallahan\Documents\GitHub\ludumdare29\vendor,.sql,63521,1716608322,dev_injector,secret_injection,0,0,1,1
ResultsCVS5ME7b2b1E6J33.docx,Z:\HR\Recruiting\Reqs\2024,.docx,157286,1621004462,emily49,govdoc_real,0,0,0,0
JAW_06272007_NH-06cv258_N_WEST_V_ARMY_CORPS.pdf,Z:\HR\Recruiting\Reqs\2025\West\Army,.pdf,20971,1656148276,virginia85,govdoc_real,0,0,0,0
client_secret.json,C:\Users\lynchanthony\source\repos,.json,253,1705756995,dev_injector,secret_injection,0,0,1,1
0523131c4194 DirectRevenue Complaint.pdf,Z:\HR\Payroll\Cycles\2025,.pdf,41943,1656153300,shernandez,govdoc_real,0,0,0,0
module_02_job_aid_written_materials_checklist.doc,Z:\HR\Recruiting\Reqs\2024\Module\Checklist,.doc,104857,1665140792,zphillips,govdoc_real,0,0,0,0
class-wpseo-taxonomy-meta.php,C:\Users\joadams\Documents\GitHub\leahconstantine.com\web\app\plugins\wordpress-seo\inc\options,.php,18076,1676599297,joadams,github_real,1,0,0,1
cv_3_14_06.docx,C:\Users\andersondylan\Documents\HR\Talent_Acquisition\Candidates\Docx,.docx,94371,1615393248,andersondylan,govdoc_real,0,0,0,0
app.config,C:\Users\elizabeth78\Dev\balarco,.config,1460,1722686354,dev_injector,secret_injection,0,0,1,1
05-41719-CV0.docx,Z:\HR\Recruiting\Reqs\2023,.docx,62914,1646386920,gtaylor,govdoc_real,0,0,0,0
default_wallet,C:\Users\devops\source\repos\jest\website\server,,35393,1714213869,dev_injector,secret_injection,0,0,1,1
.env.production,C:\Users\aws_svc\AppData\Local,.production,277,1734031679,dev_injector,secret_injection,0,0,1,1
MO.407cv036 Bryant v. Yorktowne Cabinetry ex parte communication with former employees opinion.docx,C:\Users\shane04\Documents\HR\Talent_Acquisition\Candidates\Docx\Cabinetry,.docx,31457,1677231476,shane04,govdoc_real,0,1,0,1
BaseForecastResponse.java,C:\Users\collinscarlos\Desktop\Coding\simple_weather\SimpleWeather\app\src\main\java\com\dpanayotov\simpleweather\api\base,.java,87,1701198761,collinscarlos,github_real,1,0,0,1
key.pem,C:\Users\miranda56\Documents\GitHub\xtext-core\org.eclipse.xtext\src\org\eclipse\xtext\resource\impl,.pem,8984,1705201104,dev_injector,secret_injection,0,0,1,1
tax_zone.php,\\wsl$\Ubuntu\home\tammysmith\projects\anphates\administrator\components\com_hikashop\types,.php,680,1696111420,tammysmith,github_real,1,0,0,1
ResumeEvent.java,C:\Users\floresnathaniel\AppData\Local\Packages\Canonical\rootfs\home\floresnathaniel\titanium4j\src\com\emitrom\ti4j\mobile\client\core\events,.java,1583,1683328908,floresnathaniel,github_real,0,1,0,1
00-3662Getal.cvr.docx,Z:\HR\Recruiting\Reqs\2023,.docx,41943,1666459502,chelseakline,govdoc_real,0,0,0,0
resource_aws_load_balancer_backend_server_policy.go,C:\Users\paul26\source\repos\terraform-provider-aws\aws,.go,4213,1709162019,paul26,github_real,1,0,0,1
DMC_03272007_1-06cv71_Carmichael_v_Astrue.pdf,Z:\HR\Recruiting\Reqs\2025\Astrue,.pdf,20971,1648128926,beckerwilliam,govdoc_real,0,0,0,0
GC_07312000_2-99cv150_Snell_v_Bob_Fisher.pdf,Z:\HR\Recruiting\Reqs\2023\Fisher,.pdf,31457,1438102222,robertspears,govdoc_real,0,0,0,0
03-31138-CV0.docx,Z:\HR\Recruiting\Reqs\2025,.docx,41943,1576000270,uparker,govdoc_real,0,0,0,0
config.yml,C:\Users\lynchanthony\Desktop\Coding,.yml,468,1697337581,dev_injector,secret_injection,0,0,1,1
settings.json,D:\Websites\trinitycore\public_html\sql,.json,2619,1714021459,dev_injector,secret_injection,0,0,1,1
05-cv-29_Cohler_SJ_USA_opn_2.docx,Z:\HR\Recruiting\Reqs\2025,.docx,52428,1687363954,scottjonathan,govdoc_real,0,1,0,1
interviews.pdf,Z:\HR\Recruiting\Reqs\2025\Interviews,.pdf,31457,1650111776,kimberly19,govdoc_real,0,0,0,0
20110521122924_add_auth_token_to_invoices.rb,C:\Work\Projects\bitcoin-central\db\migrate,.rb,290,1687357514,ijones,github_real,1,0,0,1
CassandraDatastax_3_0_x_IT.java,C:\Users\zbranch\source\repos\pinpoint\plugins-it\cassandra-it\src\test\java\com\navercorp\pinpoint\plugin\cassandra,.java,1743,1676668487,zbranch,github_real,1,0,0,1
local_settings.py,C:\Users\carterashley\AppData\Local\config,.py,2623,1699405190,dev_injector,secret_injection,0,0,1,1
azure_profile.json,C:\Program Files\Enterprise Apps\AIEComplexSystems\dep\RakNet\Help\Doxygen\html,.json,146050,1704809093,dev_injector,secret_injection,0,0,1,1
2441a-cvr.pdf,Z:\HR\Recruiting\Reqs\2023,.pdf,3628072,1464273232,deanna44,govdoc_real,0,0,0,0
SyntaxNodeExtensions.cs,\\wsl$\Ubuntu\home\linda42\projects\ErrorProne.NET\src\ErrorProne.NET\ErrorProne.NET\Extensions,.cs,496,1725348095,linda42,github_real,1,0,0,1
01-cv1-0936.docx,Z:\HR\Recruiting\Reqs\2025,.docx,41943,1539682566,paul17,govdoc_real,0,0,0,0
auth.json,C:\Users\thomasjohn\source\repos,.json,337,1711608788,dev_injector,secret_injection,0,0,1,1
DMC_04302004_2-03cv233_Packard_v_Barnhart.pdf,Z:\HR\Recruiting\Reqs\2023\Barnhart,.pdf,31457,1556381276,randallallison,govdoc_real,0,0,0,0
.env.example,C:\Users\karenwilliams\source\repos,.example,2681,1709294522,dev_injector,secret_injection,0,0,1,1
key.pem,C:\Work\Projects\kx-audio-driver\edspctrl,.pem,96646,1689694562,dev_injector,secret_injection,0,0,1,1
.env.example,C:\Users\azure_agent\source\repos,.example,270,1697796140,dev_injector,secret_injection,0,0,1,1
secrets.json,C:\Work\Projects\tebandesade.github.io\old,.json,3475,1713475682,dev_injector,secret_injection,0,0,1,1
Rafael_BR_resume_2005.docx,Z:\HR\Recruiting\Reqs\2023\Docx,.docx,104857,1591371172,robertjohnson,govdoc_real,0,0,0,0
gstvideobalance.c,C:\Work\Projects\gst-plugins-good\gst\videofilter,.c,25489,1715672751,db_admin,github_real,1,0,0,1
"FairTax Media - Wall Street Journal, Fox News & CNN.docx",C:\Users\annafox\Desktop\Creative\Drafts,.docx,146800,1585353582,annafox,govdoc_real,0,0,0,0
DMC_04302004_1-03cv130_SWAN_V_BARNHART.pdf,Z:\HR\Recruiting\Reqs\2024\Barnhart\Barnhart,.pdf,62914,1556381932,qsteele,govdoc_real,0,0,0,0
application.yml,C:\Users\collinscarlos\Desktop\Coding\config,.yml,2008,1711104234,dev_injector,secret_injection,0,0,1,1
2012-10-16-get-taxa-downstream.md,C:\Users\bgonzales\AppData\Local\Packages\Canonical\rootfs\home\bgonzales\sckott.github.com\_posts,.md,4645,1729407699,bgonzales,github_real,1,0,0,1
data.sqlite,C:\Users\root\OneDrive - Corp\Backups\Code\maptrek\app\src\main\java\mobi\maptrek\util,.sqlite,139563,1719142443,dev_injector,secret_injection,0,0,1,1
Boyles_CV_Oct 06.docx,C:\Users\zphillips\Documents\HR\Talent_Acquisition\Candidates\Docx,.docx,115343,1648642022,zphillips,govdoc_real,0,0,0,0
config.php,C:\Users\sherriwilliams\Dev\doc.servo.org,.php,1387,1696605810,dev_injector,secret_injection,0,0,1,1
access_keys.csv,C:\GitLab-Runner\builds\164256\socorro\socorro\unittest\lib,.csv,42500,1710456071,dev_injector,secret_injection,0,0,1,1
MJK_01172003_1-01cv146_Vescom_v_American.pdf,Z:\HR\Recruiting\Reqs\2023\Vescom,.pdf,104857,1515854862,deleonmiranda,govdoc_real,0,0,0,0
TSAV_Description.doc,Z:\HR\Recruiting\Reqs\2025\Description,.doc,125829,1671701638,wmartinez,govdoc_real,0,0,0,0
loadbalancerloadbalancingrules.go,\\wsl$\Ubuntu\home\mcallahan\projects\linuxkit\src\cmd\linuxkit\vendor\github.com\Azure\azure-sdk-for-go\services\network\mgmt\2017-10-01\network,.go,10169,1685450725,mcallahan,github_real,1,0,0,1
NWS Forecast Zones.xlsx,C:\Users\pbarajas\Documents\Sales\Proposals\Umbrella\Xlsx,.xlsx,125829,1546951326,pbarajas,govdoc_real,0,0,0,0
cert.pfx,D:\Websites\Pokemon-Showdown\public_html,.pfx,122193,1700034398,dev_injector,secret_injection,0,0,1,1
database.yml,C:\Users\lucasgomez\Dev\android-styled-dialogs,.yml,230,1713639887,dev_injector,secret_injection,0,0,1,1
nuget.config,C:\Users\jenniferburton\Desktop\Coding\config,.config,281,1706025930,dev_injector,secret_injection,0,0,1,1
client.key,\\wsl$\Debian\home\jessicawalters\git\Clementine\src\ui,.key,143007,1712703883,dev_injector,secret_injection,0,0,1,1
Jacqueline Wagstaff 408cv1.docx,Z:\HR\Recruiting\Reqs\2023,.docx,20971,1692274818,ybrown,govdoc_real,0,1,0,1
config.yml,C:\Users\calderontimothy\Documents\GitHub\config,.yml,3056,1727834063,dev_injector,secret_injection,0,0,1,1
TU5051Trade Promotion.pdf,Z:\HR\Payroll\Cycles\2024\Promotion,.pdf,52428,1606559390,ybrown,govdoc_real,0,0,0,0
AISUCVR.pdf,Z:\HR\Recruiting\Reqs\2025\Aisucvr,.pdf,104857,1400933748,kristenmartin,govdoc_real,0,0,0,0
.env,C:\Users\aws_svc\Dev\GamificationDistribution\config,.env,1821,1733569448,dev_injector,secret_injection,0,0,1,1
resume.cpp,C:\Temp\Publish\DMRG\source\tools\common\h5,.cpp,4881,1723952811,gitlab_runner,github_real,0,1,0,1
web.config,C:\Users\montoyaantonio\Downloads\qmole-master,.config,939,1720391276,dev_injector,secret_injection,0,0,1,1
client_secret.json,C:\Users\samanthahughes\Dev\jquery.flipper,.json,1335,1726118550,dev_injector,secret_injection,0,0,1,1
701_448_Determination08272007sgl.wpd,Z:\HR\Operations\Policies,.wpd,10485,1661331772,gtaylor,govdoc_real,0,0,0,0
aws_credentials,C:\Users\ethomas\Downloads\Projects_Working-master\AC\AnnuaireCertifies\AC.Common\AnnuaireCertifies.Business\Depots\Generated,,32676,1735428064,dev_injector,secret_injection,0,0,1,1
employee-authorizations.html,C:\Users\kimberly51\Documents\GitHub\employee-scheduling-ui\src\app\components\employee-authorizations,.html,3285,1688622588,kimberly51,github_real,0,1,0,1
dan_lecture3.1.key,C:\Users\rgeorge\ssh\keys\backup,.key,3502243,1657315302,rgeorge,govdoc_real,0,0,0,0
Copy of Bluebook NMFS Summary & Detail FY 2025 President's Budget v23 public  hill version.xlsx,C:\Users\awilliams\OneDrive - Corp\Finance\Reporting\Budget,.xlsx,20971,1657289624,awilliams,govdoc_real,0,0,0,0
auth_key,C:\Users\admin\Documents\Audit_Logs\Scripts\prusa_i3\Firmware\Marlin-2.0.x\Marlin\src\HAL\TEENSY35_36\inc\bak,,128918,1716923619,dev_injector,secret_injection,0,0,1,1
client_secret.json,\\wsl$\Debian\home\config,.json,3658,1704126910,dev_injector,secret_injection,0,0,1,1
.env.test,C:\Users\curtis61\Desktop\Coding,.test,1624,1696196930,dev_injector,secret_injection,0,0,1,1
identity,D:\Websites\atom-weexpack\public_html\pkg\commons-node,,92536,1718411687,dev_injector,secret_injection,0,0,1,1
TaxRateManagementTest.php,C:\Work\Projects\magento2-master\vendor\magento\module-tax\Test\Unit\Model,.php,3944,1689594140,owensjohn,github_real,1,0,0,1
ledger.pb.go,C:\Users\aking\Dev\fabric-sdk-go\vendor\github.com\hyperledger\fabric\protos\common,.go,2385,1707484790,aking,github_real,1,0,0,1
GZS_08312005_2-05cv36_NORTON_v_LAKESID.pdf,Z:\HR\Recruiting\Reqs\2025\Lakesid,.pdf,10485,1598618616,rgeorge,govdoc_real,0,0,0,0
2023 FORECAST NEW CONTRACTS IRS 12 21 06.docx,C:\Users\ryanjohnson\Documents\Legal\Drafts\Review,.docx,73400,1640967054,ryanjohnson,govdoc_real,0,0,0,0
Fs_decvol1DocprocessPNACB394.pdf,Z:\HR\Recruiting\Reqs\2023,.pdf,62914,1381308122,vchase,govdoc_real,0,0,0,0
app.config,C:\Users\lucasgomez\AppData\Local,.config,3111,1713778989,dev_injector,secret_injection,0,0,1,1
00-3139.cvr.doc,Z:\HR\Recruiting\Reqs\2025,.doc,167772,1666459514,lisa70,govdoc_real,0,0,0,0
.env,C:\GitLab-Runner\builds\591561\chiplotle\config,.env,3023,1699843134,dev_injector,secret_injection,0,0,1,1
ssl_cert.pem,C:\Python312\Lib\test,.pem,814,1648779598,terry,system_noise,0,0,0,0
DMC_03132001_2-00cv380_Inner_Space_v_Atkinson.pdf,Z:\HR\Recruiting\Reqs\2025\Atkinson,.pdf,41943,1457698508,melissa84,govdoc_real,0,0,0,0
db.sqlite3,Z:\IT_Admin\Tools\experimenting-annotation-processing\experimenting-rounds\massive-count-of-annotated-classes\src\main\java\fr\javatronic\blog\massive\annotation1,.sqlite3,91735,1706342946,dev_injector,secret_injection,0,0,1,1
build-candidate.sh,D:\Websites\bosh-google-cpi-release\public_html\ci\tasks,.sh,607,1700114276,johngarcia,github_real,0,1,0,1
syntax.py,C:\Python312\Lib\compiler,.py,1490,1606271200,charlie,system_noise,0,0,0,0
id_ed25519,D:\Websites\dat-secret-project\public_html\include,,9163,1708884150,dev_injector,secret_injection,0,0,1,1
SmileyCV3152008.doc,Z:\HR\Recruiting\Reqs\2025,.doc,52428,1678806220,wrightrenee,govdoc_real,0,1,0,1
private.key,C:\Users\jamesmclaughlin\Dev\VineScript\VineScript\Core\Lib\backup,.key,48633,1699994542,dev_injector,secret_injection,0,0,1,1
DMC_01202006_2-04cv145_Edwards_v_Game_Tracker.pdf,Z:\HR\Recruiting\Reqs\2024\Edwards,.pdf,52428,1611045268,pbarajas,govdoc_real,0,0,0,0
client_secret.json,C:\Users\woodskayla\Desktop\Coding\config,.json,2466,1734382286,dev_injector,secret_injection,0,0,1,1
04-30598-CV0.docx,Z:\HR\Recruiting\Reqs\2025\Docx,.docx,62914,1611771080,nholmes,govdoc_real,0,0,0,0
04-20254-CV0.docx,Z:\HR\Recruiting\Reqs\2023\Docx,.docx,41943,1608915874,samantha23,govdoc_real,0,0,0,0
s_muthusamy-tax.pptx,C:\Users\nrodriguez\Pictures\Scans,.pptx,356515,1652300894,nrodriguez,govdoc_real,0,0,0,0
default_wallet,C:\Users\mcallahan\Dev\karellen-kombu-ext\src\main\python\karellen\kombu\transport\django\misc,,114613,1701158414,dev_injector,secret_injection,0,0,1,1
resource_arm_loadbalancer_nat_pool.go,C:\Users\daniel71\Desktop\Coding\terraform\builtin\providers\azurerm,.go,8790,1694310807,daniel71,github_real,1,0,0,1
DBH_05202004_2-03cv52_MASS_BAY_V_BUSHMASTER.pdf,Z:\HR\Recruiting\Reqs\2025\Mass,.pdf,41943,1558109146,twest,govdoc_real,0,0,0,0
config.php,C:\Users\sherry11\source\repos,.php,2485,1699374439,dev_injector,secret_injection,0,0,1,1
or_bcv_parser.js,C:\Work\Projects\Bible-Passage-Reference-Parser\js,.js,256354,1695661141,vramirez,github_real,0,1,0,1
keystore.json,C:\Apps\Production\codelite\ContinuousBuild,.json,53954,1734918769,dev_injector,secret_injection,0,0,1,1
03-30782-CV0.docx,Z:\HR\Recruiting\Reqs\2025\Docx,.docx,104857,1578067158,gtaylor,govdoc_real,0,0,0,0
identity,C:\Work\Projects\ga\_includes\core\functions,,33860,1733272743,dev_injector,secret_injection,0,0,1,1
ssl_key.pem,C:\Python312\Lib\test,.pem,497,1648779598,terry,system_noise,0,0,0,0
nuget.config,C:\GitLab-Runner\builds\583874\libremail\config,.config,1248,1717519397,dev_injector,secret_injection,0,0,1,1
VoteCandidate.js,C:\Work\Projects\pluto-poll\src\components,.js,1473,1724913755,trujillokristi,github_real,0,1,0,1
gce_loadbalancer_external_test.go,C:\Users\qrocha\Downloads\origin-master\vendor\k8s.io\kubernetes\pkg\cloudprovider\providers\gce,.go,39583,1702957299,qrocha,github_real,1,0,0,1
MJK_02142001_2-00cv225_Envisionet_v_Micro.pdf,Z:\HR\Recruiting\Reqs\2024,.pdf,62914,1455721570,deanna44,govdoc_real,0,0,0,0
